beta,alpha,delta
0.35614,0.21928000000000003,0.022667
0.6058,0.18993,0.03302
0.29533000000000004,0.23337,0.049982
0.40331,0.23091,0.018391
0.5042300000000001,0.18702,0.03302
0.17326,0.12,0.036956
0.23628000000000002,0.15825,0.049062
0.63462,0.50888,0.043246
0.32403000000000004,0.22278,0.039596
0.40779,0.20524,0.046219
0.64558,0.31918,0.030387
0.52504,0.46915,0.040038
0.45798999999999995,0.19716,0.033922
0.73535,0.31627,0.015867
0.79577,0.11339,0.045195
0.5856399999999999,0.17432999999999998,0.047471
0.64987,0.41917,0.015906
0.21174,0.14787999999999998,0.031792
0.68484,0.27389,0.019027000000000002
0.56239,0.29295,0.017593
0.66281,0.53867,0.048279
0.38145,0.12050999999999999,0.022266
0.68803,0.1459,0.026536
0.71282,0.60397,0.028872000000000002
0.67374,0.38145999999999997,0.019219999999999998
0.55307,0.27255,0.037817
0.6797,0.37806,0.047923
0.33128,0.27016999999999997,0.026326
0.42181,0.33244,0.020295
0.74784,0.5137,0.026726
0.5487,0.49695,0.012865000000000001
0.30965,0.16899,0.020975
0.52372,0.30761,0.019780000000000002
0.5279699999999999,0.24853000000000003,0.025372
0.19758,0.14629,0.014431999999999999
0.74229,0.6227699999999999,0.029661
0.48743000000000003,0.39252,0.015263999999999998
0.7885800000000001,0.32973,0.010133
0.1944,0.13059,0.028581
0.7157,0.59816,0.033353
0.50726,0.36371,0.019552
0.6391600000000001,0.35614,0.022095
0.5075,0.35935,0.026405
0.42311000000000004,0.1793,0.025994999999999997
0.73664,0.11022,0.037395
0.7807,0.62895,0.015673
0.48339,0.28694000000000003,0.042483
0.25598000000000004,0.13435,0.04358
0.22049000000000002,0.12012,0.047775
0.24723,0.17349,0.033395
0.24661999999999998,0.1562,0.034411000000000004
0.41139,0.2682,0.030237
0.54777,0.3288,0.040067
0.77894,0.46396000000000004,0.033391000000000004
0.66471,0.5956899999999999,0.019098
0.72142,0.40447,0.028158999999999997
0.6262800000000001,0.45111999999999997,0.011478
0.5715600000000001,0.266,0.012022
0.4918,0.36678,0.014558000000000001
0.62569,0.20769,0.047544
0.21939,0.13619,0.03678
0.38277,0.12452,0.012295
0.45424,0.38261999999999996,0.016631
0.72123,0.52967,0.033217
0.29704,0.17709,0.047761
0.42428,0.13510999999999998,0.010190000000000001
0.47916000000000003,0.21131999999999998,0.047067000000000005
0.63193,0.35498,0.041716
0.76136,0.4296,0.035424000000000004
0.53732,0.17661,0.025951
0.41761000000000004,0.15807000000000002,0.030895999999999996
0.17512,0.10994000000000001,0.049769
0.45196000000000003,0.36919,0.021825
0.56174,0.5112399999999999,0.018419
0.68102,0.28071999999999997,0.043622
0.65713,0.37509000000000003,0.041406
0.55558,0.11756,0.011231999999999999
0.44603000000000004,0.36363,0.022259
0.64844,0.32247,0.024472999999999998
0.5887399999999999,0.26948,0.015496000000000001
0.7348600000000001,0.5210100000000001,0.036502
0.20175,0.10249000000000001,0.033873
0.54273,0.19057000000000002,0.026468000000000002
0.24683000000000002,0.19272,0.015125999999999999
0.17664000000000002,0.11241,0.03959
0.35636,0.25246,0.019981
0.53122,0.41536000000000006,0.031702999999999995
0.36685999999999996,0.31145,0.027136
0.2886,0.15334,0.01662
0.41303,0.34274,0.028758999999999996
0.67623,0.54884,0.032895999999999995
0.16237000000000001,0.10743,0.010213
0.47529,0.22944,0.023247
0.49246,0.27906,0.032069
0.61127,0.25378,0.023235
0.4747,0.25281,0.029438
0.57929,0.22186999999999998,0.037022
0.61374,0.37701999999999997,0.041225
0.37228,0.25372,0.01484
0.18509,0.10952,0.011574
0.64366,0.15786,0.040557
0.6159,0.22560999999999998,0.024457
0.6692100000000001,0.5422899999999999,0.010218000000000001
0.62163,0.36045,0.018694
0.41553999999999996,0.34183,0.014716
0.45746000000000003,0.33673000000000003,0.011592
0.35100000000000003,0.29953,0.020834000000000002
0.60348,0.32495,0.028948
0.32379,0.23890999999999998,0.011947
0.56076,0.36408,0.017491999999999997
0.75357,0.15315,0.029935000000000003
0.43103,0.30041,0.019112999999999998
0.36366,0.26615,0.03841
0.74598,0.43046,0.017138
0.35486999999999996,0.14683,0.02495
0.6964100000000001,0.5955,0.041479
0.6421899999999999,0.23856999999999998,0.039724
0.46708999999999995,0.28778000000000004,0.047194
0.79357,0.56797,0.012254000000000001
0.21758000000000002,0.1019,0.034689
0.38706999999999997,0.20265,0.029262
0.18059,0.11821,0.022809
0.16107,0.10627,0.035233999999999994
0.43922,0.38631,0.033487
0.7336699999999999,0.29573,0.012118
0.7621899999999999,0.41553999999999996,0.049596
0.49246999999999996,0.385,0.010173999999999999
0.68728,0.61431,0.019091999999999998
0.7350399999999999,0.56315,0.014724000000000001
0.75559,0.13213,0.033181999999999996
0.78008,0.65594,0.015637
0.71449,0.28865,0.037411
0.22876,0.14557,0.039952
0.41506000000000004,0.27786,0.021814
0.49087,0.35395,0.036686
0.18636,0.12553,0.045736
0.6656,0.39444,0.021240000000000002
0.63978,0.57855,0.020721
0.66261,0.10503,0.023272
0.5487,0.44436000000000003,0.034957999999999996
0.67674,0.44428,0.031467
0.7392,0.23471,0.042176
0.43922,0.22403,0.042342000000000005
0.17179,0.1021,0.024686000000000003
0.61403,0.53168,0.032472
0.65554,0.1631,0.039018000000000004
0.28631999999999996,0.12318,0.030381000000000002
0.78115,0.67553,0.021776
0.6220399999999999,0.2621,0.01048
0.20109000000000002,0.13237000000000002,0.032801
0.61427,0.14294,0.025106
0.78088,0.33863000000000004,0.014512
0.55198,0.33857,0.023638
0.68892,0.48878999999999995,0.036084
0.57135,0.36246999999999996,0.020734
0.72458,0.52356,0.0338
0.7521399999999999,0.51856,0.039941000000000004
0.16091,0.10672000000000001,0.046269
0.1999,0.1324,0.040666
0.17753,0.12189000000000001,0.010934000000000001
0.19478,0.1188,0.037118
0.5342600000000001,0.43432,0.030974
0.33103,0.24811,0.015324
0.76458,0.40066,0.047938
0.79732,0.58108,0.042168000000000004
0.57752,0.28476,0.040978
0.58608,0.32992,0.022506
0.24529,0.1491,0.010773999999999999
0.7155699999999999,0.40551,0.044616
0.68682,0.38659,0.049074
0.5828,0.41206000000000004,0.040802
0.16086,0.10117000000000001,0.035961
0.6813,0.55672,0.015275
0.50785,0.26153000000000004,0.025807999999999998
0.6590199999999999,0.32234,0.028086
0.19213,0.10568,0.043791000000000004
0.47438,0.29928,0.038392
0.25132,0.17834,0.010574
0.47192,0.25906999999999997,0.031487
0.47652,0.24422,0.012270999999999999
0.6107199999999999,0.49659,0.042623
0.53774,0.29047,0.045517
0.38022,0.10839000000000001,0.038846
0.78062,0.6958300000000001,0.039238
0.33860999999999997,0.24648,0.010371
0.2705,0.19979,0.039698000000000004
0.63064,0.44425,0.015804
0.54182,0.44116000000000005,0.021098
0.66333,0.39831,0.039243
0.19297,0.12420999999999999,0.041516000000000004
0.70994,0.61444,0.041998
0.37990999999999997,0.23496,0.041742
0.21583000000000002,0.12352,0.032625
0.6629999999999999,0.48546000000000006,0.043866
0.2441,0.1206,0.026766
0.78228,0.42206000000000005,0.010973
0.18108,0.10974,0.025713999999999997
0.23986999999999997,0.16497,0.032908
0.78185,0.45216999999999996,0.030482
0.5091600000000001,0.37582,0.041426
0.45045,0.19397,0.036957
0.26263000000000003,0.15529,0.032942
0.67051,0.39103000000000004,0.025036000000000003
0.74983,0.48700000000000004,0.044654
0.79202,0.19809000000000002,0.0498
0.16802999999999998,0.10626,0.03053
0.37738,0.11495,0.0265
0.19524,0.10899,0.031011
0.33019,0.22345,0.012924000000000001
0.18763,0.13709000000000002,0.027489
0.5204,0.11427999999999999,0.039715
0.73165,0.21499000000000001,0.039164
0.5148699999999999,0.40187,0.015842
0.22453,0.14556,0.047714
0.6554399999999999,0.16677,0.043069
0.28307,0.12523,0.026945
0.28639000000000003,0.18187,0.02854
0.79715,0.58655,0.045219999999999996
0.5708300000000001,0.1325,0.019615999999999998
0.64402,0.5612199999999999,0.036863
0.60392,0.41191000000000005,0.043272000000000005
0.64589,0.46208,0.032542
0.74595,0.28941,0.037613
0.7988,0.6290899999999999,0.019173
0.307,0.13258,0.021747
0.27905,0.19288,0.024896
0.22441999999999998,0.10833,0.045114
0.2754,0.20705,0.034339999999999996
0.7319,0.44756,0.025554
0.41591999999999996,0.18082,0.043041
0.66073,0.16722,0.049152
0.58977,0.10636,0.016044
0.25119,0.13278,0.025769999999999998
0.7163,0.19337000000000001,0.040454000000000004
0.36551,0.11992,0.023197
0.46724,0.29427,0.045297000000000004
0.37356999999999996,0.17502,0.023819999999999997
0.64777,0.31879,0.04308
0.78722,0.29475,0.026501999999999998
0.63066,0.42898000000000003,0.038007
0.2636,0.18762,0.013231999999999999
0.77223,0.27066,0.030858
0.37811999999999996,0.25517,0.013193999999999999
0.24961999999999998,0.11864000000000001,0.040114
0.74464,0.18267,0.026194
0.28941,0.17463,0.020659999999999998
0.6522,0.58317,0.022893
0.15279,0.10011,0.049886
0.7548699999999999,0.63083,0.020721
0.44073999999999997,0.11252999999999999,0.043052
0.7588600000000001,0.38201999999999997,0.020447999999999997
0.15059,0.10048,0.019631
0.36036999999999997,0.23981999999999998,0.015931
0.79796,0.54405,0.016937
0.5760000000000001,0.41867,0.038588
0.78377,0.58048,0.025127
0.2259,0.1047,0.047516
0.15215,0.10016,0.019274
0.43517,0.13524,0.014662999999999999
0.72835,0.39077,0.016423
0.41344,0.22011,0.015804
0.38063,0.13072999999999999,0.046125
0.53588,0.32374,0.026926
0.76537,0.40963,0.012668
0.7988,0.65609,0.028105
0.23473000000000002,0.14622000000000002,0.040981000000000004
0.37651999999999997,0.18994,0.045982999999999996
0.38782,0.16662000000000002,0.022286
0.16834000000000002,0.11603,0.042392
0.43792,0.37283,0.018614
0.58058,0.2019,0.036108999999999995
0.61547,0.42196000000000006,0.02887
0.52562,0.26496,0.012771
0.67478,0.1893,0.031725
0.36899,0.27948,0.035493000000000004
0.19147,0.10555,0.01602
0.69405,0.5633199999999999,0.01605
0.24270999999999998,0.15582000000000001,0.011968000000000001
0.42083000000000004,0.1414,0.037677999999999996
0.5110899999999999,0.24561999999999998,0.020142
0.64946,0.17901,0.019366
0.31822,0.24031,0.026482
0.18882000000000002,0.12545,0.022298
0.70676,0.2567,0.048050999999999996
0.46351000000000003,0.15306,0.011793999999999999
0.5624600000000001,0.34792,0.044964
0.6823899999999999,0.18735,0.012473
0.22418000000000002,0.14409,0.0319
0.5051100000000001,0.42055,0.049525
0.21858000000000002,0.16492,0.018396
0.59796,0.3931,0.029332
0.60133,0.13685,0.047052
0.36626,0.14528,0.018068999999999998
0.24006999999999998,0.14722000000000002,0.048774
0.71978,0.5221399999999999,0.024503999999999998
0.72137,0.45497,0.023312
0.35708,0.14229,0.040905000000000004
0.17529,0.11755,0.023124000000000002
0.41563,0.20465999999999998,0.041607
0.35033000000000003,0.23567,0.045785
0.36299000000000003,0.19321,0.023056
0.37174,0.10239,0.017958000000000002
0.69392,0.54764,0.022668999999999998
0.45476000000000005,0.20947,0.049908999999999995
0.16885999999999998,0.11878,0.017251
0.16097999999999998,0.10941,0.046161
0.24365,0.18647,0.011999
0.75003,0.43318999999999996,0.023541
0.45821999999999996,0.38249,0.043736000000000004
0.32671999999999995,0.16702,0.041821
0.60877,0.3499,0.038481
0.63483,0.27709,0.045202
0.65888,0.38811999999999997,0.014306999999999999
0.38529,0.25428,0.021426
0.73369,0.63145,0.045418
0.37276,0.15924000000000002,0.020196000000000002
0.44011000000000006,0.31319,0.021435
0.37433,0.18317,0.023493
0.39508000000000004,0.28079,0.041828
0.19979,0.10904000000000001,0.031291
0.71575,0.48736999999999997,0.033494
0.7529,0.16385999999999998,0.023781999999999998
0.48911000000000004,0.19833,0.025291
0.63364,0.23875,0.029289
0.21875999999999998,0.11846,0.026067
0.63554,0.1228,0.021397
0.49742,0.23964000000000002,0.01217
0.7771,0.4856,0.010683
0.6283,0.5153800000000001,0.025093999999999998
0.2922,0.20265999999999998,0.032332
0.36779,0.29346,0.049960000000000004
0.3232,0.1687,0.03044
0.73693,0.48077,0.034108
0.79874,0.5362,0.021901
0.43776000000000004,0.27942,0.027464
0.70163,0.4416,0.010023
0.452,0.10812000000000001,0.0458
0.52266,0.2138,0.046894
0.16843,0.10928,0.049457999999999995
0.16663,0.10489000000000001,0.026718000000000002
0.6272300000000001,0.47807,0.011668000000000001
0.70406,0.5201399999999999,0.042684
0.71527,0.25994,0.030951
0.34835,0.14399,0.039927
0.6534,0.34851,0.026529
0.39084,0.28569,0.026917
0.5492100000000001,0.38140999999999997,0.016516
0.65754,0.32032,0.045874
0.7146600000000001,0.2762,0.038549
0.24806999999999998,0.1822,0.04867
0.6753,0.49058,0.017558
0.5232899999999999,0.17342,0.02727
0.41726,0.36382,0.018659000000000002
0.50266,0.21,0.026256
0.4899,0.29181999999999997,0.037731
0.5472600000000001,0.37706999999999996,0.035269999999999996
0.15496,0.10405,0.048308
0.21227,0.13205999999999998,0.024236
0.67523,0.27297,0.033242
0.5646399999999999,0.40226999999999996,0.017266
0.23210999999999998,0.11327999999999999,0.033724000000000004
0.75333,0.4053,0.049394
0.54432,0.30994,0.014156
0.69945,0.46038999999999997,0.033693
0.64267,0.31032,0.045185
0.38043000000000005,0.32421,0.033555
0.34744,0.23915,0.023383
0.26781,0.12057999999999999,0.039485
0.5382100000000001,0.13956,0.041609
0.62454,0.23290999999999998,0.049451
0.35312,0.14964,0.024528
0.44638999999999995,0.18597,0.042592000000000005
0.19096,0.13659000000000002,0.035227999999999995
0.36951999999999996,0.11865,0.014512
0.71696,0.55165,0.046433999999999996
0.7292,0.37328,0.029064
0.76659,0.64665,0.020597999999999998
0.37838,0.17219,0.023515
0.77088,0.53764,0.04502
0.7702,0.32186,0.038908
0.5159,0.17124,0.025954
0.17463,0.12085,0.026789
0.7048300000000001,0.52992,0.017488
0.31095,0.22753,0.049467000000000004
0.30483000000000005,0.10624000000000001,0.02538
0.30575,0.20536999999999997,0.013378
0.4017,0.21566999999999997,0.011295
0.55713,0.11367999999999999,0.043967
0.75149,0.68948,0.039144
0.30063,0.10253,0.024694
0.65872,0.2609,0.015461
0.5725399999999999,0.48345,0.030712
0.38716,0.20606999999999998,0.017757
0.50644,0.23865999999999998,0.048712
0.19916,0.12859,0.045888
0.25806,0.1432,0.0151
0.54402,0.16108,0.029241000000000003
0.41623000000000004,0.19147,0.043608999999999995
0.79394,0.43096,0.021652
0.75653,0.41667,0.010402
0.43583,0.34526,0.011615
0.39937,0.19780999999999999,0.046793
0.7804800000000001,0.55825,0.035983
0.65189,0.47591999999999995,0.027741000000000002
0.45962,0.26268,0.023791
0.18882000000000002,0.12329000000000001,0.020832
0.63765,0.34226999999999996,0.011618999999999999
0.7975300000000001,0.49378,0.019215
0.1813,0.13045,0.024055
0.69518,0.26049,0.033291
0.55675,0.13009,0.033688
0.22378,0.16855,0.033416
0.35468,0.26544,0.010814
0.75022,0.6059,0.038676999999999996
0.60087,0.5059100000000001,0.014315999999999999
0.16534000000000001,0.10882,0.045644
0.16496,0.10803,0.020802
0.50554,0.3619,0.019927
0.7775,0.47008,0.018005
0.74959,0.18896,0.022716
0.73744,0.35736999999999997,0.030258999999999998
0.63947,0.18115,0.038316
0.69808,0.29308,0.031169
0.34651,0.29247,0.018142
0.7877,0.51141,0.030129000000000003
0.15749000000000002,0.1073,0.011459
0.33311,0.11532,0.020644
0.7216199999999999,0.29286,0.031495999999999996
0.35553,0.17106,0.011217
0.6580600000000001,0.58163,0.04125
0.68087,0.41266,0.016881999999999998
0.60423,0.19096,0.031987
0.50954,0.38003000000000003,0.021858000000000002
0.22776,0.10099999999999999,0.031971
0.45082,0.33313000000000004,0.02417
0.25445999999999996,0.11,0.025522
0.4097,0.28883000000000003,0.034296
0.65794,0.5655899999999999,0.031591
0.18208,0.10203999999999999,0.013371000000000001
0.69544,0.3556,0.03138
0.5020600000000001,0.37659000000000004,0.020571000000000002
0.37598000000000004,0.29059,0.038964
0.6493899999999999,0.13777,0.011317
0.70906,0.26,0.026514
0.6071300000000001,0.23185999999999998,0.026479000000000003
0.50538,0.15132,0.031755
0.45888999999999996,0.14489000000000002,0.023894
0.45543,0.40391,0.027985000000000003
0.60275,0.5364399999999999,0.018391
0.6519199999999999,0.4044,0.02072
0.64108,0.27874,0.014588999999999998
0.64448,0.51259,0.013543000000000001
0.15417,0.10375999999999999,0.045426999999999995
0.41513999999999995,0.35512,0.027726
0.3638,0.29511,0.020942
0.36694,0.21169000000000002,0.044253
0.5665899999999999,0.29802,0.025657
0.43359,0.20362,0.014636000000000001
0.24833000000000002,0.11993,0.016097
0.66528,0.38231,0.022053
0.6747,0.5969300000000001,0.046008
0.7817,0.46399999999999997,0.014400999999999999
0.31651999999999997,0.26631,0.031427
0.29968,0.22798000000000002,0.025051
0.39925,0.1955,0.022529
0.15954000000000002,0.10429000000000001,0.029599
0.79064,0.43653000000000003,0.048848
0.67481,0.11798,0.022678999999999998
0.59828,0.3369,0.016258
0.15325,0.10151,0.020397
0.69077,0.29889,0.037235000000000004
0.78051,0.2271,0.047608
0.29225999999999996,0.18538,0.012763
0.61797,0.55828,0.016322
0.7439899999999999,0.41071,0.040018
0.53398,0.22732,0.029176999999999998
0.34685,0.18884,0.04319
0.68843,0.49785,0.044991
0.74438,0.58858,0.01072
0.31419,0.23917,0.031767000000000004
0.27860999999999997,0.11489,0.016949000000000002
0.7712600000000001,0.24871999999999997,0.033989
0.65,0.30269,0.040374
0.20488,0.11747,0.021847
0.7608199999999999,0.39671999999999996,0.029088
0.66265,0.25065,0.040545
0.7561100000000001,0.57138,0.026049
0.61039,0.39803,0.014573
0.24559,0.15742,0.017471
0.3904,0.26205,0.042662
0.43163999999999997,0.14578,0.040686
0.23953000000000002,0.1687,0.019366
0.21543,0.10199,0.032562
0.23761,0.14185999999999999,0.023526
0.29312,0.12317,0.022086
0.47852,0.25941,0.039702999999999995
0.24308000000000002,0.1094,0.037337999999999996
0.5964,0.45191000000000003,0.027358999999999998
0.61649,0.33453,0.028952999999999996
0.45858999999999994,0.38143,0.024752
0.2408,0.18358,0.035281
0.5049100000000001,0.42068,0.033382
0.6816300000000001,0.46556000000000003,0.013994999999999999
0.74432,0.34901,0.033586000000000005
0.51197,0.32761999999999997,0.028031
0.43956999999999996,0.23312,0.013484000000000001
0.41533000000000003,0.10941,0.025956
0.44213,0.30282,0.046103
0.35146,0.3014,0.047143
0.31235999999999997,0.10565,0.029039999999999996
0.54383,0.37795,0.010795
0.2028,0.12082999999999999,0.014578
0.7580600000000001,0.56145,0.046423
0.5755,0.50966,0.043670999999999995
0.48701000000000005,0.1019,0.030254000000000003
0.19929000000000002,0.10263,0.023252000000000002
0.52851,0.23231,0.021166
0.3225,0.10894000000000001,0.049525
0.32142,0.26048000000000004,0.03946
0.51235,0.2389,0.020978
0.6278199999999999,0.57265,0.015399000000000001
0.55728,0.16527999999999998,0.031236
0.7490100000000001,0.19808,0.024183
0.48718,0.12423,0.021793
0.6137600000000001,0.14438,0.017484
0.50444,0.11587,0.03662
0.68672,0.25239,0.031979
0.25806999999999997,0.11813,0.030585
0.33799999999999997,0.15943,0.014058000000000001
0.6674399999999999,0.50288,0.035205
0.26034,0.15727,0.034404000000000004
0.66715,0.3831,0.012891
0.3247,0.1724,0.017468
0.24738000000000002,0.14682,0.036116
0.61256,0.37489,0.036551
0.6540199999999999,0.17119,0.047896
0.76858,0.2512,0.04409
0.5160899999999999,0.39176,0.012436
0.28698,0.20606999999999998,0.024947999999999998
0.21873,0.12138,0.042304
0.57555,0.4575,0.018448
0.4762,0.33593,0.027029
0.1938,0.13725,0.017919
0.79204,0.12542,0.040966
0.61522,0.20227,0.020885
0.6274,0.4867,0.040874
0.28181,0.15448,0.039659
0.18841,0.13677999999999998,0.017099
0.29085,0.18625,0.012927000000000001
0.77512,0.5958399999999999,0.036769
0.27774,0.16374,0.013038999999999999
0.33116,0.2442,0.025525
0.46913,0.13777999999999999,0.013271999999999999
